,code_municipality_7,cluster,cluster_label
5180,5008305,1,Urbanized
5181,5008404,1,Urbanized
5182,5100102,0,Semi-urbanized
5183,5100201,1,Urbanized
5184,5100250,1,Urbanized
5185,5100300,1,Urbanized
5186,5100359,0,Semi-urbanized
5187,5100409,1,Urbanized
5188,5100508,0,Semi-urbanized
5189,5100607,1,Urbanized
5190,5100805,0,Semi-urbanized
5191,5101001,1,Urbanized
5192,5101209,1,Urbanized
5193,5101258,1,Urbanized
5194,5101308,1,Urbanized
5195,5101407,0,Semi-urbanized
5196,5101605,0,Semi-urbanized
5197,5101704,1,Urbanized
5198,5101803,1,Urbanized
5199,5101852,0,Semi-urbanized
5200,5101902,0,Semi-urbanized
5201,5102504,1,Urbanized
5202,5102603,4,Rural with low human development
5203,5102637,3,Urbanized with informal settlements
5204,5102678,1,Urbanized
5205,5102686,0,Semi-urbanized
5206,5102694,0,Semi-urbanized
5207,5102702,1,Urbanized
5208,5102793,2,Rural with high human development
5209,5102850,2,Rural with high human development
5210,5103007,0,Semi-urbanized
5211,5103056,1,Urbanized
5212,5103106,0,Semi-urbanized
5213,5103205,1,Urbanized
5214,5103254,0,Semi-urbanized
5215,5103304,0,Semi-urbanized
5216,5103353,0,Semi-urbanized
5217,5103361,0,Semi-urbanized
5218,5103379,0,Semi-urbanized
5219,5103403,3,Urbanized with informal settlements
5220,5103437,1,Urbanized
5221,5103452,1,Urbanized
5222,5103502,1,Urbanized
5223,5103601,1,Urbanized
5224,5103700,0,Semi-urbanized
5225,5103809,2,Rural with high human development
5226,5103858,0,Semi-urbanized
5227,5103908,0,Semi-urbanized
5228,5103957,1,Urbanized
5229,5104104,1,Urbanized
5230,5104203,1,Urbanized
5231,5104500,1,Urbanized
5232,5104526,1,Urbanized
5233,5104542,0,Semi-urbanized
5234,5104559,1,Urbanized
5235,5104609,0,Semi-urbanized
5236,5104807,1,Urbanized
5237,5104906,0,Semi-urbanized
5238,5105002,0,Semi-urbanized
5239,5105101,1,Urbanized
5240,5105150,1,Urbanized
5241,5105176,0,Semi-urbanized
5242,5105200,1,Urbanized
5243,5105234,0,Semi-urbanized
5244,5105259,3,Urbanized with informal settlements
5245,5105309,0,Semi-urbanized
5246,5105507,0,Semi-urbanized
5247,5105580,0,Semi-urbanized
5248,5105606,1,Urbanized
5249,5105622,1,Urbanized
5250,5105903,1,Urbanized
5251,5106000,1,Urbanized
5252,5106109,0,Semi-urbanized
5253,5106158,0,Semi-urbanized
5254,5106174,4,Rural with low human development
5255,5106182,0,Semi-urbanized
5256,5106190,1,Urbanized
5257,5106208,0,Semi-urbanized
5258,5106216,2,Rural with high human development
5259,5106224,1,Urbanized
5260,5106232,3,Urbanized with informal settlements
5261,5106240,0,Semi-urbanized
5262,5106257,1,Urbanized
5263,5106265,0,Semi-urbanized
5264,5106273,2,Rural with high human development
5265,5106281,0,Semi-urbanized
5266,5106299,0,Semi-urbanized
5267,5106307,0,Semi-urbanized
5268,5106315,0,Semi-urbanized
5269,5106372,1,Urbanized
5270,5106422,0,Semi-urbanized
5271,5106455,0,Semi-urbanized
5272,5106505,0,Semi-urbanized
5273,5106653,1,Urbanized
5274,5106703,1,Urbanized
5275,5106752,1,Urbanized
5276,5106778,0,Semi-urbanized
5277,5106802,1,Urbanized
5278,5106828,0,Semi-urbanized
5279,5106851,0,Semi-urbanized
5280,5107008,0,Semi-urbanized
5281,5107040,3,Urbanized with informal settlements
5282,5107065,0,Semi-urbanized
5283,5107107,1,Urbanized
5284,5107156,2,Rural with high human development
5285,5107180,0,Semi-urbanized
5286,5107198,2,Rural with high human development
5287,5107206,1,Urbanized
5288,5107248,1,Urbanized
5289,5107263,0,Semi-urbanized
5290,5107297,2,Rural with high human development
5291,5107305,1,Urbanized
5292,5107354,0,Semi-urbanized
5293,5107404,1,Urbanized
5294,5107578,0,Semi-urbanized
5295,5107602,1,Urbanized
5296,5107701,0,Semi-urbanized
5297,5107743,0,Semi-urbanized
5298,5107750,2,Rural with high human development
5299,5107768,0,Semi-urbanized
5300,5107776,0,Semi-urbanized
5301,5107792,0,Semi-urbanized
5302,5107800,0,Semi-urbanized
5303,5107859,0,Semi-urbanized
5304,5107875,3,Urbanized with informal settlements
5305,5107883,0,Semi-urbanized
5306,5107909,1,Urbanized
5307,5107925,1,Urbanized
5308,5107941,1,Urbanized
5309,5107958,1,Urbanized
5310,5108006,0,Semi-urbanized
5311,5108055,2,Rural with high human development
5312,5108105,0,Semi-urbanized
5313,5108204,1,Urbanized
5314,5108303,0,Semi-urbanized
5315,5108352,2,Rural with high human development
5316,5108402,3,Urbanized with informal settlements
5317,5108501,1,Urbanized
5318,5108600,0,Semi-urbanized
5319,5108808,2,Rural with high human development
5320,5108857,1,Urbanized
5321,5108907,0,Semi-urbanized
5322,5108956,1,Urbanized
5323,5200050,1,Urbanized
5324,5200100,1,Urbanized
5325,5200134,1,Urbanized
5326,5200159,1,Urbanized
5327,5200175,0,Semi-urbanized
5328,5200209,1,Urbanized
5329,5200258,3,Urbanized with informal settlements
5330,5200308,1,Urbanized
5331,5200506,2,Rural with high human development
5332,5200555,1,Urbanized
5333,5200605,1,Urbanized
5334,5200803,0,Semi-urbanized
5335,5200829,2,Rural with high human development
5336,5200852,1,Urbanized
5337,5200902,2,Rural with high human development
5338,5201108,1,Urbanized
5339,5201207,1,Urbanized
5340,5201306,1,Urbanized
5341,5201405,3,Urbanized with informal settlements
5342,5201454,1,Urbanized
5343,5201504,1,Urbanized
5344,5201603,1,Urbanized
5345,5201702,1,Urbanized
5346,5201801,1,Urbanized
5347,5202155,1,Urbanized
5348,5202353,2,Rural with high human development
5349,5202502,1,Urbanized
5350,5202601,2,Rural with high human development
5351,5202809,1,Urbanized
5352,5203104,2,Rural with high human development
5353,5203203,1,Urbanized
5354,5203302,1,Urbanized
5355,5203401,2,Rural with high human development
5356,5203500,1,Urbanized
5357,5203559,1,Urbanized
5358,5203575,0,Semi-urbanized
5359,5203609,1,Urbanized
5360,5203807,1,Urbanized
5361,5203906,1,Urbanized
5362,5203939,1,Urbanized
5363,5203962,0,Semi-urbanized
5364,5204003,0,Semi-urbanized
5365,5204102,1,Urbanized
5366,5204201,1,Urbanized
5367,5204250,1,Urbanized
5368,5204300,1,Urbanized
5369,5204409,1,Urbanized
5370,5204508,1,Urbanized
5371,5204557,1,Urbanized
5372,5204607,1,Urbanized
5373,5204656,2,Rural with high human development
5374,5204706,1,Urbanized
5375,5204805,1,Urbanized
5376,5204854,1,Urbanized
5377,5204904,1,Urbanized
5378,5204953,1,Urbanized
5379,5205000,1,Urbanized
5380,5205059,1,Urbanized
5381,5205109,1,Urbanized
5382,5205208,1,Urbanized
5383,5205307,0,Semi-urbanized
5384,5205406,1,Urbanized
5385,5205455,1,Urbanized
5386,5205471,1,Urbanized
5387,5205497,3,Urbanized with informal settlements
5388,5205513,0,Semi-urbanized
5389,5205521,0,Semi-urbanized
5390,5205703,2,Rural with high human development
5391,5205802,1,Urbanized
5392,5205901,1,Urbanized
5393,5206206,1,Urbanized
5394,5206305,1,Urbanized
5395,5206404,1,Urbanized
5396,5206503,1,Urbanized
5397,5206602,1,Urbanized
5398,5206701,0,Semi-urbanized
5399,5206800,2,Rural with high human development
5400,5206909,2,Rural with high human development
5401,5207105,2,Rural with high human development
5402,5207253,2,Rural with high human development
5403,5207352,2,Rural with high human development
5404,5207402,1,Urbanized
5405,5207501,1,Urbanized
5406,5207535,2,Rural with high human development
5407,5207600,2,Rural with high human development
5408,5207808,1,Urbanized
5409,5207907,0,Semi-urbanized
5410,5208004,1,Urbanized
5411,5208103,1,Urbanized
5412,5208152,2,Rural with high human development
5413,5208301,0,Semi-urbanized
5414,5208400,1,Urbanized
5415,5208509,1,Urbanized
5416,5208608,1,Urbanized
5417,5208707,3,Urbanized with informal settlements
5418,5208806,1,Urbanized
5419,5208905,1,Urbanized
5420,5209101,1,Urbanized
5421,5209150,1,Urbanized
5422,5209200,1,Urbanized
5423,5209291,2,Rural with high human development
5424,5209408,0,Semi-urbanized
5425,5209457,2,Rural with high human development
5426,5209606,2,Rural with high human development
5427,5209705,1,Urbanized
5428,5209804,2,Rural with high human development
5429,5209903,0,Semi-urbanized
5430,5209937,1,Urbanized
5431,5209952,1,Urbanized
5432,5210000,1,Urbanized
5433,5210109,1,Urbanized
5434,5210158,2,Rural with high human development
5435,5210208,1,Urbanized
5436,5210307,1,Urbanized
5437,5210406,1,Urbanized
5438,5210562,1,Urbanized
5439,5210604,2,Rural with high human development
5440,5210802,1,Urbanized
5441,5210901,1,Urbanized
5442,5211008,1,Urbanized
5443,5211206,1,Urbanized
5444,5211305,1,Urbanized
5445,5211404,1,Urbanized
5446,5211503,1,Urbanized
5447,5211602,2,Rural with high human development
5448,5211701,2,Rural with high human development
5449,5211800,1,Urbanized
5450,5211909,1,Urbanized
5451,5212006,1,Urbanized
5452,5212055,2,Rural with high human development
5453,5212105,1,Urbanized
5454,5212204,1,Urbanized
5455,5212253,1,Urbanized
5456,5212303,1,Urbanized
5457,5212501,3,Urbanized with informal settlements
5458,5212600,1,Urbanized
5459,5212709,0,Semi-urbanized
5460,5212808,1,Urbanized
5461,5212907,1,Urbanized
5462,5212956,2,Rural with high human development
5463,5213004,1,Urbanized
5464,5213053,0,Semi-urbanized
5465,5213087,1,Urbanized
5466,5213103,1,Urbanized
5467,5213400,2,Rural with high human development
5468,5213509,0,Semi-urbanized
5469,5213707,1,Urbanized
5470,5213756,1,Urbanized
5471,5213772,0,Semi-urbanized
5472,5213806,1,Urbanized
5473,5213855,2,Rural with high human development
5474,5213905,1,Urbanized
5475,5214002,1,Urbanized
5476,5214051,2,Rural with high human development
5477,5214101,2,Rural with high human development
5478,5214408,1,Urbanized
5479,5214507,1,Urbanized
5480,5214606,1,Urbanized
5481,5214705,1,Urbanized
5482,5214804,1,Urbanized
5483,5214838,0,Semi-urbanized
5484,5214861,1,Urbanized
5485,5214879,1,Urbanized
5486,5214903,0,Semi-urbanized
5487,5215009,1,Urbanized
5488,5215207,2,Rural with high human development
5489,5215231,3,Urbanized with informal settlements
5490,5215256,1,Urbanized
5491,5215306,2,Rural with high human development
5492,5215405,2,Rural with high human development
5493,5215504,1,Urbanized
5494,5215603,0,Semi-urbanized
5495,5215652,2,Rural with high human development
5496,5215702,1,Urbanized
5497,5215801,1,Urbanized
5498,5215900,1,Urbanized
5499,5216007,1,Urbanized
5500,5216304,1,Urbanized
5501,5216403,1,Urbanized
5502,5216452,1,Urbanized
5503,5216809,2,Rural with high human development
5504,5216908,2,Rural with high human development
5505,5217104,1,Urbanized
5506,5217203,1,Urbanized
5507,5217302,1,Urbanized
5508,5217401,1,Urbanized
5509,5217609,3,Urbanized with informal settlements
5510,5217708,1,Urbanized
5511,5218003,1,Urbanized
5512,5218052,1,Urbanized
5513,5218102,1,Urbanized
5514,5218300,0,Semi-urbanized
5515,5218391,1,Urbanized
5516,5218508,1,Urbanized
5517,5218607,1,Urbanized
5518,5218706,1,Urbanized
5519,5218789,1,Urbanized
5520,5218805,1,Urbanized
5521,5218904,1,Urbanized
5522,5219001,1,Urbanized
5523,5219100,1,Urbanized
5524,5219209,2,Rural with high human development
5525,5219258,1,Urbanized
5526,5219308,1,Urbanized
5527,5219357,2,Rural with high human development
5528,5219407,1,Urbanized
5529,5219456,2,Rural with high human development
5530,5219506,2,Rural with high human development
5531,5219605,1,Urbanized
5532,5219704,1,Urbanized
5533,5219712,1,Urbanized
5534,5219738,1,Urbanized
5535,5219753,3,Urbanized with informal settlements
5536,5219803,0,Semi-urbanized
5537,5219902,1,Urbanized
5538,5220009,0,Semi-urbanized
5539,5220058,1,Urbanized
5540,5220108,1,Urbanized
5541,5220157,1,Urbanized
5542,5220207,1,Urbanized
5543,5220264,2,Rural with high human development
5544,5220280,2,Rural with high human development
5545,5220405,1,Urbanized
5546,5220454,3,Urbanized with informal settlements
5547,5220504,1,Urbanized
5548,5220603,1,Urbanized
5549,5220686,0,Semi-urbanized
5550,5220702,0,Semi-urbanized
5551,5221007,1,Urbanized
5552,5221080,0,Semi-urbanized
5553,5221197,1,Urbanized
5554,5221304,1,Urbanized
5555,5221403,1,Urbanized
5556,5221452,2,Rural with high human development
5557,5221502,1,Urbanized
5558,5221551,1,Urbanized
5559,5221577,2,Rural with high human development
